slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
bkan,bukan,not,Sering digunakan dalam komunikasi informal di media sosial atau pesan singkat untuk menyatakan penolakan atau ketidaksetujuan dengan cara yang lebih santai.,Often used in informal communication on social media or text messages to express denial or disagreement in a more casual manner.,Itu bkan ide yang bagus.,That's not a good idea.,negative
bkin,bikin,to make / to create,"Slang dari kata 'bikin' yang digunakan dalam percakapan santai, sering kali menunjukkan aksi positif atau antusiasme.","A slang version of 'bikin', used in casual conversations, often indicating a positive action or enthusiasm.",Gue bkin kue buat ulang tahun dia.,I'm making a cake for her birthday.,positive
bkl,bakal,will / going to,Digunakan untuk menyatakan rencana atau prediksi di masa depan secara santai.,Used to indicate a plan or future prediction in a casual manner.,Aku bkl pergi ke konser besok.,I'm going to the concert tomorrow.,neutral
bkn,bukan,not,"Merupakan singkatan dari kata 'bukan', sering digunakan dalam komunikasi santai, seperti pesan teks atau media sosial, untuk menyatakan penolakan atau ketidaksetujuan.","It is an abbreviation of the word 'bukan', often used in casual communication, such as text messages or social media, to express denial or disagreement.",Itu bkn masalah saya.,That's not my problem.,negative
bkr,bakar,burn,"Digunakan untuk menggambarkan tindakan atau perasaan yang berkaitan dengan membakar, sering kali dalam konteks sosial atau emosional yang lebih ringan.","Used to describe actions or feelings related to burning, often in a lighter social or emotional context.",Kita harus bkr makanan ini sebelum dingin.,We need to burn this food before it gets cold.,neutral
bks,bungkus,wrap / package,"Digunakan dalam konteks mengambil makanan atau barang untuk dibawa pulang, sering dipakai saat memesan makanan di restoran.","Used in the context of taking food or items to go, often employed when ordering food at restaurants.",Minta bks untuk nasi gorengnya ya.,Please wrap the fried rice for me.,neutral
bl,beli,buy,"Digunakan dalam percakapan informal untuk menyatakan tindakan membeli sesuatu, sering kali dalam konteks yang santai atau akrab.","Used in informal conversations to express the action of buying something, often in a casual or friendly context.",Mau bl apa di mall nanti?,What do you want to buy at the mall later?,neutral
blajar,belajar,to study / to learn,"Digunakan dalam konteks santai atau informal, biasanya oleh generasi muda untuk menyampaikan aktivitas belajar dengan cara yang lebih akrab.","Used in a relaxed or informal context, usually by younger generations to convey the act of learning in a more familiar manner.",Gue lagi blajar buat ujian besok.,I'm studying for the exam tomorrow.,positive
blg,bilang,say,"Digunakan sebagai singkatan dalam komunikasi informal, terutama di media sosial dan pesan singkat, untuk merujuk pada tindakan menyampaikan informasi atau pendapat.","Used as an abbreviation in informal communication, especially on social media and text messaging, to refer to the act of conveying information or opinions.",Blg aja ke dia kalau kamu nggak bisa datang.,Just say to him that you can't come.,neutral
blh,boleh,can / may,Digunakan dalam komunikasi santai untuk memberikan izin atau menyatakan kemungkinan.,Used in casual communication to grant permission or express possibility.,"Kamu blh ikut acara besok, ya?","You can join the event tomorrow, okay?",positive
bli,beli,buy,"Digunakan dalam bahasa gaul sehari-hari, sering kali dalam kalimat informal atau percakapan santai.","Used in everyday slang, often in informal sentences or casual conversations.",Gue mau bli makanan di warung.,I want to buy food at the stall.,neutral
blik,balik,back,"Digunakan dalam percakapan santai untuk menyatakan kembali atau pulang, sering dipakai di kalangan anak muda.","Used in casual conversations to express going back or returning, often used among young people.",Gue mau blik ke rumah sekarang.,I want to go back home now.,neutral
bljr,belajar,to study,"Sering digunakan di kalangan anak muda, terutama dalam komunikasi digital untuk merujuk pada kegiatan belajar secara informal atau santai.","Commonly used among young people, especially in digital communication to refer to studying in an informal or relaxed manner.",Gue mau bljr buat ujian besok.,I want to study for the exam tomorrow.,positive
blk,balik,back,Digunakan dalam komunikasi santai atau pesan teks untuk menyatakan tindakan kembali ke suatu tempat atau situasi.,Used in casual communication or text messages to indicate the action of returning to a place or situation.,Aku udah blk dari kantor.,I've just come back from the office.,neutral
blkg,belakang,back,"Digunakan dalam komunikasi santai, terutama di media sosial atau pesan teks, untuk merujuk pada bagian belakang sesuatu atau lokasi di belakang.","Used in casual communication, especially in social media or text messages, to refer to the back part of something or a location behind.",Tunggu aku di blkg gedung.,Wait for me at the back of the building.,neutral
blkng,belakang,behind,"Digunakan dalam konteks informal untuk merujuk pada lokasi atau posisi yang berada di belakang sesuatu, sering kali dalam percakapan sehari-hari.","Used informally to refer to a location or position that is at the back of something, often in everyday conversation.",Tunggu di blkng rumah ya.,"Wait at the back of the house, okay?",neutral
blkngny,belakangnya,behind it,Digunakan dalam percakapan santai untuk merujuk pada sesuatu yang terjadi di belakang atau di sisi lain dari situasi tertentu.,Used in casual conversations to refer to something happening behind or on the other side of a particular situation.,Gue penasaran blkngny ada apa.,I'm curious about what's behind it.,neutral
blm,belum,not yet,"Digunakan untuk menyatakan bahwa sesuatu belum terjadi atau belum selesai, sering dipakai dalam percakapan sehari-hari.","Used to indicate that something has not happened or is not finished yet, often in casual conversations.",Aku blm makan siang.,I haven't had lunch yet.,neutral
bln,bulan,month,"Digunakan sebagai singkatan dari 'bulan', sering muncul dalam konteks informal seperti pesan teks atau media sosial.","Used as an abbreviation for 'month', often appearing in informal contexts such as text messages or social media.",Aku akan pergi liburan bulan depan.,I will go on vacation next month.,neutral
blng,bilang,say,Digunakan dalam percakapan santai untuk meminta seseorang mengungkapkan pendapat atau informasi.,Used in casual conversations to prompt someone to express an opinion or share information.,"Blng dong, siapa yang bakal datang ke acara itu?","Say, who will be coming to the event?",neutral
blngn,bilang,say,"Digunakan dalam percakapan santai, terutama di kalangan remaja dan di media sosial, untuk menyatakan bahwa seseorang ingin menyampaikan sesuatu.","Used in casual conversations, especially among teenagers and on social media, to indicate that someone wants to say something.",Blngn aja kalo mau ngomong.,Just say it if you want to talk.,neutral
blom,belum,not yet,Digunakan untuk merespons pertanyaan tentang status atau keberadaan sesuatu yang belum terjadi atau belum selesai.,Used to respond to questions about the status or existence of something that has not happened or is not yet completed.,Aku blom makan siang.,I haven't had lunch yet.,neutral
bls,balas,reply,"Digunakan dalam komunikasi digital untuk meminta balasan dari seseorang, sering kali di media sosial atau pesan instan.","Used in digital communication to request a reply from someone, often in social media or instant messaging.","Ayok, bls pesan aku ya.","Come on, reply to my message, okay?",neutral
blum,belum,not yet,Digunakan untuk menyatakan bahwa sesuatu belum terjadi atau belum siap. Sering dipakai dalam percakapan santai.,Used to indicate that something has not happened or is not ready yet. Often used in casual conversations.,Aku blum makan siang.,I haven’t had lunch yet.,neutral
bndg,bandung,Bandung,"Digunakan untuk merujuk pada kota Bandung, sering digunakan dalam konteks sosial atau ketika membahas tempat wisata, kuliner, atau budaya di Bandung.","Used to refer to the city of Bandung, often in social contexts or when discussing tourism, cuisine, or culture in Bandung.",Ayo kita pergi ke bndg akhir pekan ini!,Let's go to Bandung this weekend!,positive
bndr,bandar,drug dealer,"Digunakan dalam konteks informal untuk merujuk pada seseorang yang terlibat dalam perdagangan narkoba, biasanya di kalangan remaja atau komunitas urban.","Used informally to refer to someone involved in drug dealing, often among teenagers or urban communities.",Dia dikenal sebagai bndr di lingkungan sekitarnya.,He is known as a dealer in his neighborhood.,negative
bner,benar,true / correct,Digunakan dalam percakapan santai untuk menyatakan persetujuan atau konfirmasi atas sesuatu yang dianggap benar.,Used in casual conversations to express agreement or confirmation about something considered true.,"Iya, itu bner banget.","Yeah, that's so true.",positive
bneran,benar,really / truly,Digunakan dalam percakapan santai untuk menekankan kebenaran atau keaslian suatu pernyataan.,Used in casual conversation to emphasize the truth or authenticity of a statement.,Lu bneran mau ikut acara itu?,Do you really want to join that event?,positive
bnget,sangat,very,Digunakan dalam percakapan santai untuk mengekspresikan intensitas atau kekuatan sesuatu secara informal.,Used in casual conversation to express intensity or strength of something in an informal manner.,Makanan di restoran itu enak bnget!,The food at that restaurant is very good!,positive
bngks,bungkus,to wrap up / to pack,Digunakan dalam konteks informal untuk menyatakan bahwa sesuatu telah selesai atau harus dihentikan.,Used informally to indicate that something is finished or needs to be stopped.,"Ayo, bngks acara ini sebelum terlambat.","Come on, let's wrap up this event before it's too late.",neutral
bngng,bingung,confused,"Digunakan untuk menggambarkan keadaan bingung atau tidak mengerti sesuatu, sering kali dalam situasi yang tidak jelas atau membingungkan.","Used to describe a state of confusion or lack of understanding, often in unclear or perplexing situations.",Aku bngng sama tugas ini.,I'm confused about this assignment.,negative
bngt,sangat,very,"Digunakan dalam percakapan santai untuk mengekspresikan intensitas atau derajat yang tinggi dari suatu keadaan, sering kali dengan nuansa informal.","Used in casual conversation to express high intensity or degree of a state, often with an informal nuance.",Cuaca hari ini bngt panas!,The weather is very hot today!,positive
bngun,bangun,wake up,Digunakan secara informal untuk menyatakan tindakan bangun dari tidur atau kesadaran dari keadaan tidak sadar.,Used informally to express the action of waking up from sleep or becoming aware from an unconscious state.,"Ayo bngun, udah siang!","Come on, wake up, it's already late!",neutral
bnr,benar,correct / true,Digunakan dalam percakapan santai untuk menegaskan suatu pernyataan atau mengekspresikan persetujuan.,Used in casual conversations to affirm a statement or express agreement.,"Iya, itu bnr banget.","Yeah, that's totally true.",positive
bnrbnr,benar-benar,really,"Digunakan untuk menekankan suatu pernyataan atau situasi, sering kali dalam konteks informal dan akrab.","Used to emphasize a statement or situation, often in informal and familiar contexts.",Aku bnrbnr suka makanan itu!,I really love that food!,positive
bnrn,benar,correct / true,Digunakan dalam percakapan santai di media sosial atau pesan instan untuk menegaskan kebenaran atau keakuratan suatu pernyataan.,Used in casual conversations on social media or instant messaging to affirm the truth or accuracy of a statement.,"Iya, itu bnrn, gak ada yang bohong.","Yes, that's true, no one is lying.",positive
bntar,sebentar,wait a minute,"Digunakan untuk meminta waktu sejenak sebelum melanjutkan pembicaraan atau tindakan, biasanya dalam situasi santai.","Used to ask for a moment before continuing a conversation or action, typically in casual situations.","Bntar, aku ambil barang dulu.","Wait a minute, I'll grab something first.",neutral
bntr,sebentar,wait a moment,Sering digunakan dalam percakapan santai untuk meminta seseorang menunggu sebentar tanpa memberikan penjelasan lebih lanjut.,Commonly used in casual conversations to ask someone to wait a moment without providing further explanation.,"Bntr, aku ambil minum dulu.","Wait a moment, let me grab a drink first.",neutral
bnyak,banyak,many,"Digunakan dalam situasi santai, sering kali di kalangan anak muda, untuk menyatakan jumlah yang besar atau banyak.","Used in casual situations, often among young people, to express a large or many quantities.","Di pesta tadi, makanan yang disediakan bnyak banget.","At the party earlier, there was so much food provided.",positive
bnyk,banyak,many,Digunakan dalam percakapan santai untuk menyatakan jumlah yang besar atau banyak dari sesuatu.,Used in casual conversation to express a large quantity or number of something.,Kemarin aku lihat orang bnyk di taman.,"Yesterday, I saw many people in the park.",neutral
bnykny,banyaknya,a lot / many,"Digunakan dalam percakapan santai untuk menyatakan jumlah yang banyak, sering kali dengan nuansa informal atau akrab.","Used in casual conversations to express a large quantity, often with an informal or friendly nuance.",Bnykny orang yang datang ke acara itu.,A lot of people came to that event.,positive
bobo,tidur,sleep,"Digunakan dalam konteks santai atau akrab, sering kali oleh anak-anak atau dalam percakapan informal.","Used in a casual or familiar context, often by children or in informal conversations.","Saatnya bobo, besok sekolah lagi.","It's time to sleep, school again tomorrow.",positive
bobok,tidur,sleep,"Digunakan dalam konteks santai atau informal, sering kali di kalangan anak muda untuk menyatakan keinginan atau kebutuhan untuk tidur.","Used in a casual or informal context, often among young people to express a desire or need to sleep.","Aduh, mata gue udah berat, waktunya bobok deh.","Ugh, my eyes are heavy, time to sleep.",positive
bokap,ayah,dad,"Slang yang digunakan secara informal untuk merujuk pada ayah, sering kali dengan nuansa akrab dan hangat.","A slang term used informally to refer to a father, often with a warm and familiar nuance.",Bokap gue suka ngajak jalan-jalan.,My dad likes to take me out for walks.,positive
bole,boleh,allowed,Digunakan dalam situasi santai untuk memberikan izin atau menyetujui sesuatu.,Used in casual situations to give permission or agree to something.,Kamu boleh ambil makanan di kulkas.,You are allowed to take food from the fridge.,positive
boong,bohong,to lie,"Digunakan secara informal untuk menyebut tindakan berbohong, sering kali dengan nada mengejek atau meragukan kebenaran informasi.","Used informally to refer to the act of lying, often with a mocking or doubtful tone regarding the truth of information.","Dia bilang dia sudah pergi ke luar negeri, tapi itu boong.","He said he went abroad, but that's a lie.",negative
bosen,bosan,bored,"Digunakan untuk menggambarkan perasaan tidak ada minat atau ketertarikan terhadap sesuatu, sering kali dalam konteks santai atau informal.","Used to describe a feeling of disinterest or lack of engagement with something, often in a casual or informal context.",Aku bosen banget di rumah terus.,I'm so bored just staying at home.,negative
bpk,bapak,father,"Istilah ini digunakan sebagai panggilan hormat kepada pria dewasa, sering kali dalam konteks informal, atau saat seseorang ingin menunjukkan rasa akrab.","This term is used as a respectful address to adult men, often in informal contexts, or when someone wants to show familiarity.",Bpk Ahmad sangat baik hati.,Mr. Ahmad is very kind-hearted.,positive
brani,berani,brave,Digunakan untuk menggambarkan seseorang yang memiliki keberanian atau nekat dalam menghadapi tantangan.,Used to describe someone who is brave or reckless in facing challenges.,Dia berani melawan arus meskipun banyak yang meragukan.,He is brave enough to go against the tide even though many doubt him.,positive
brapa,berapa,how much,"Digunakan dalam percakapan santai, terutama di kalangan anak muda, untuk menanyakan jumlah atau harga dengan nada yang lebih akrab.","Used in casual conversations, especially among young people, to ask about quantity or price in a more familiar tone.",Brapa harga tas itu?,How much is that bag?,neutral
brarti,berarti,means,"Merupakan variasi informal dari kata 'berarti', sering digunakan dalam percakapan santai di media sosial atau di kalangan teman.","An informal variation of the word 'berarti', commonly used in casual conversations on social media or among friends.","Jadi, itu brarti kita harus pergi sekarang.","So, that means we have to go now.",neutral
brasa,berasa,to feel / to experience,Digunakan dalam percakapan sehari-hari untuk menyatakan pengalaman atau perasaan yang dialami seseorang.,Used in everyday conversation to express an experience or feeling someone has.,Gue brasa capek banget setelah olahraga.,I feel really tired after exercising.,neutral
brg,barang,goods / items,"Slang ini sering digunakan di kalangan anak muda untuk merujuk pada barang-barang atau benda secara umum, biasanya dalam konteks informal atau percakapan sehari-hari.","This slang is often used among young people to refer to goods or items in a general sense, typically in informal contexts or everyday conversations.",Gue baru beli brg baru buat main game.,I just bought some new goods for gaming.,neutral
brgkt,berangkat,to depart,Digunakan dalam situasi informal untuk menyatakan bahwa seseorang akan pergi atau memulai perjalanan.,Used in informal situations to indicate that someone is about to leave or start a journey.,"Gue brgkt sekarang, jangan telpon ya!","I'm leaving now, don't call me!",neutral
brhsl,berhasil,succeed,"Digunakan untuk menyatakan bahwa seseorang telah mencapai tujuan atau hasil yang diinginkan, sering kali dalam konteks yang positif atau penuh semangat.","Used to indicate that someone has achieved a desired goal or outcome, often in a positive or enthusiastic context.",Akhirnya brhsl juga ujian ini!,Finally succeeded in this exam!,positive
brjln,berjalan,to walk,"Digunakan dalam percakapan santai di kalangan anak muda untuk merujuk pada aktivitas berjalan, sering kali dengan nuansa yang lebih santai atau kasual.","Used in casual conversations among young people to refer to the activity of walking, often with a more relaxed or informal tone.",Ayo kita brjln ke kafe.,Let's walk to the café.,positive
brkfst,breakfast,breakfast,"Merupakan bentuk singkatan dari kata 'breakfast', biasanya digunakan dalam percakapan santai atau komunikasi informal, terutama di kalangan anak muda.","It's a shortened form of the word 'breakfast', commonly used in casual conversations or informal communication, especially among young people.","Ayo, kita brkfst bareng di kafe.",Let's have breakfast together at the café.,positive
brmslh,bermasalah,having problems,"Digunakan untuk menggambarkan seseorang atau sesuatu yang sedang mengalami kesulitan atau tantangan, sering kali dengan nada informal atau santai.","Used to describe someone or something that is facing difficulties or challenges, often in an informal or casual tone.",Gue lagi brmslh sama tugas kuliah ini.,I'm having problems with this college assignment.,negative
brngkt,berangkat,depart,Digunakan dalam konteks informal untuk menyatakan bahwa seseorang akan pergi atau memulai perjalanan.,Used in informal contexts to indicate that someone is about to leave or start a journey.,"Ayo, kita brngkt sekarang!","Come on, let's depart now!",neutral
brp,berapa,how much,"Digunakan dalam percakapan sehari-hari, terutama dalam konteks informal, untuk menanyakan harga atau jumlah.","Used in everyday conversation, particularly in informal contexts, to ask about price or quantity.",Brp harga tiket masuk ke konser itu?,How much is the entrance ticket to that concert?,neutral
brpa,berapa,how much,"Digunakan dalam percakapan santai, terutama di kalangan anak muda, untuk menanyakan jumlah atau harga sesuatu.","Used in casual conversations, especially among young people, to ask about the amount or price of something.",Brpa harga baju ini?,How much is this shirt?,neutral
brrti,berarti,means,Slang ini digunakan dalam percakapan informal untuk menyatakan arti atau makna dari sesuatu.,This slang is used in informal conversations to express the meaning of something.,"Jadi, brrti kamu mau pergi ke pesta malam ini?","So, you mean you're going to the party tonight?",neutral
brs,beres,done,"Digunakan untuk menyatakan bahwa sesuatu telah selesai atau berhasil dilakukan, sering kali dengan nuansa santai.","Used to indicate that something is finished or successfully completed, often with a casual tone.","Kerjaan rumah sudah brs, tinggal istirahat.","The housework is done, just need to relax now.",positive
brshbt,bersahabat,to befriend,Digunakan untuk menggambarkan hubungan yang akrab dan saling mendukung antara teman-teman.,Used to describe a close and supportive relationship between friends.,Mereka selalu brshbt meski jarang bertemu.,They are always friends even though they rarely meet.,positive
brsm,bersama,together,"Digunakan untuk menyatakan kebersamaan atau kolaborasi dalam konteks santai, sering kali di antara teman atau dalam situasi informal.","Used to express togetherness or collaboration in a casual context, often among friends or in informal situations.",Ayo kita brsm nonton film malam ini!,Let's be together and watch a movie tonight!,positive
brthn,bertahan,to endure,Digunakan dalam konteks untuk menunjukkan ketahanan atau kemampuan untuk terus bertahan dalam situasi sulit.,Used in contexts to indicate resilience or the ability to keep going in difficult situations.,Aku harus brthn meski banyak rintangan.,I have to endure despite many obstacles.,positive
brtmn,berteman,to be friends,Digunakan dalam percakapan santai di antara teman-teman untuk menyatakan keinginan atau kondisi untuk berteman.,Used in casual conversations among friends to express a desire or state of being friends.,"Ayo btrmn sama dia, dia asik.","Come on, let's be friends with him, he's cool.",positive
bru,baru,new,"Digunakan dalam percakapan santai untuk merujuk pada sesuatu yang baru atau terkini, seringkali dengan nuansa positif.","Used in casual conversations to refer to something new or recent, often with a positive nuance.","Gue baru beli mobil, bru!","I just bought a car, it's new!",positive
bs,bisa,can,"Merupakan singkatan dari 'bisa', digunakan dalam percakapan santai untuk menyatakan kemampuan atau kemungkinan.","It is an abbreviation of 'bisa', used in casual conversations to express ability or possibility.",Aku bs bantu kamu besok.,I can help you tomorrow.,positive
bsa,bisa,can,"Merupakan singkatan dari 'bisa', digunakan dalam percakapan santai untuk menunjukkan kemampuan atau kemungkinan.","It's an abbreviation of 'bisa', used in casual conversations to indicate ability or possibility.",Gue bsa datang besok.,I can come tomorrow.,neutral
bsk,besok,tomorrow,"Digunakan dalam percakapan santai, terutama di kalangan anak muda, untuk merujuk pada hari setelah hari ini.","Used in casual conversations, especially among young people, to refer to the day after today.",Kita ketemu bsk ya.,"Let's meet tomorrow, okay?",neutral
bsok,besok,tomorrow,"Digunakan dalam percakapan sehari-hari untuk merujuk pada hari setelah hari ini, sering kali dalam konteks santai.","Used in everyday conversation to refer to the day after today, often in casual contexts.",Kita ketemu lagi bsok ya!,Let's meet again tomorrow!,neutral
bsoq,besok,tomorrow,"Digunakan dalam percakapan sehari-hari untuk merujuk pada hari setelah hari ini, sering kali dalam konteks rencana atau janji.","Used in everyday conversation to refer to the day after today, often in the context of plans or appointments.",Kita ketemu bsoq ya.,Let's meet tomorrow.,neutral
bsr,besar,big,"Digunakan dalam konteks informal untuk merujuk pada ukuran atau pentingnya sesuatu, sering kali dalam percakapan sehari-hari atau media sosial.","Used informally to refer to the size or significance of something, often in everyday conversation or social media.",Proyek ini bsr banget!,This project is really big!,positive
btg,batang,stick / rod,"Merujuk pada istilah slang untuk sesuatu yang berbentuk batang, biasanya digunakan dalam konteks santai atau informal.","Refers to a slang term for something stick-like, often used in casual or informal contexts.","Bisa minta btg itu, enggak?",Can I have that stick over there?,neutral
bth,butuh,need,Digunakan dalam percakapan santai untuk menyatakan bahwa seseorang membutuhkan sesuatu.,Used in casual conversation to express that someone needs something.,Gue bth banget sama kamu.,I really need you.,neutral
btl,betul,correct / true,Digunakan dalam percakapan santai untuk menegaskan kebenaran atau keakuratan suatu pernyataan.,Used in casual conversations to affirm the truth or accuracy of a statement.,"Iya, itu btl banget.","Yes, that's totally correct.",positive
btul,betul,correct,Digunakan dalam percakapan sehari-hari untuk mengekspresikan persetujuan atau keakuratan suatu pernyataan.,Used in everyday conversation to express agreement or the correctness of a statement.,"Iya, itu btul banget.","Yes, that's really correct.",positive
buad,buat,to make / to create,"Digunakan dalam percakapan santai, terutama di kalangan anak muda, untuk merujuk pada tindakan membuat sesuatu.","Used in casual conversation, especially among young people, to refer to the act of making something.",Aku buad kue untuk ulang tahun dia.,I made a cake for her birthday.,positive
buatin,buatkan,make for me,"Digunakan dalam konteks meminta seseorang untuk membuatkan sesuatu, sering kali dengan nuansa informal dan akrab.","Used in the context of asking someone to make something for you, often with an informal and familiar tone.",Tolong buatin kopi ya.,Please make me some coffee.,positive
bucin,budak cinta,love slave,"Digunakan untuk menggambarkan seseorang yang sangat terikat atau tergila-gila pada pasangan, seringkali mengabaikan kepentingan diri sendiri.","Used to describe someone who is deeply attached or infatuated with their partner, often neglecting their own interests.","Dia benar-benar bucin, semua waktu dan perhatiannya hanya untuk pacarnya.",He's totally a love slave; all his time and attention are just for his girlfriend.,negative
bulcit,omong kosong,nonsense,"Digunakan untuk merujuk pada sesuatu yang dianggap tidak masuk akal atau tidak serius, seringkali dalam konteks kritikan atau ejekan.","Used to refer to something that is considered illogical or unserious, often in the context of criticism or mockery.",Apa yang dia katakan itu bulcit semua.,What he said is all nonsense.,negative
bw,bawa,bring,"Sering digunakan dalam percakapan santai, terutama di kalangan anak muda, untuk meminta atau menyarankan agar seseorang membawa sesuatu.","Commonly used in casual conversations, especially among young people, to ask or suggest that someone brings something.",Bw makanan nanti ya!,"Bring the food later, okay!",neutral
bwa,bawa,bring,"Digunakan dalam percakapan santai, biasanya di kalangan anak muda, untuk menyampaikan ide 'membawa' sesuatu.","Used in casual conversations, often among young people, to convey the idea of 'bringing' something.",Bwa buku itu ke sini.,Bring that book over here.,neutral
bwh,bawah,below,"Digunakan dalam konteks untuk merujuk pada posisi atau tempat yang lebih rendah, baik dalam pengertian fisik maupun metaforis.","Used in contexts to refer to a position or place that is lower, both in physical and metaphorical senses.",Simpan barang-barang itu di bwh meja.,Put those items below the table.,neutral
bwt,buat,to make / to create,"Digunakan dalam komunikasi informal, terutama di kalangan anak muda, untuk merujuk pada tindakan membuat sesuatu.","Used in informal communication, especially among young people, to refer to the act of making or creating something.","Bwt video baru, jangan lupa like ya!","Make sure to like the new video, okay!",positive
byk,banyak,many,"Dari bahasa gaul yang disingkat, 'byk' digunakan dalam percakapan sehari-hari, terutama di kalangan anak muda, untuk menyatakan jumlah yang besar.","Derived from a shortened form of the word 'banyak', 'byk' is used in everyday conversations, especially among young people, to express a large quantity.",Ada byk orang di acara itu.,There were many people at the event.,neutral
bynk,banyak,a lot,Digunakan dalam percakapan santai untuk menyatakan jumlah yang besar dengan nada informal.,Used in casual conversation to express a large quantity in an informal tone.,Ada bynk orang di acara itu.,There were a lot of people at the event.,positive
byr,bayar,pay,"Digunakan dalam konteks transaksi keuangan, umumnya di kalangan anak muda untuk menyebutkan tindakan membayar sesuatu dengan cara yang lebih santai.","Used in the context of financial transactions, commonly among young people to refer to the act of paying something in a more casual manner.",Ayo byr dulu sebelum nonton film.,Let's pay first before watching the movie.,neutral
cabal,sabar,patient,Digunakan untuk menyemangati orang agar tetap tenang dan tidak cepat marah dalam menghadapi situasi sulit.,Used to encourage someone to remain calm and not get angry quickly in difficult situations.,"Ayo cabal, ini hanya sementara.","Come on, be patient, this is just temporary.",positive
cabut,pergi,to leave / to go,"Digunakan dalam konteks informal untuk menyatakan tindakan pergi dari suatu tempat, sering kali dengan nuansa santai atau terburu-buru.","Used in informal contexts to express the action of leaving a place, often with a casual or hurried nuance.","Ayo cabut, filmnya mau mulai.","Let's go, the movie is about to start.",neutral
caiank,sayang,dear / darling,"Digunakan dalam konteks asmara atau keakraban, sering kali dalam percakapan santai antara pasangan atau teman dekat.","Used in romantic or affectionate contexts, often in casual conversations between partners or close friends.","Caiank, kamu sudah makan belum?","Darling, have you eaten yet?",positive
cakep,cakap,handsome / attractive,"Digunakan untuk menggambarkan seseorang yang memiliki penampilan menarik, sering kali dalam konteks positif atau pujian.","Used to describe someone who has an attractive appearance, often in a positive context or as a compliment.","Dia cakep banget, ya?","He's really handsome, isn't he?",positive
cape,capai,tired,"Digunakan untuk menyatakan perasaan lelah baik secara fisik maupun emosional, sering dipakai dalam situasi santai.","Used to express feelings of fatigue, both physically and emotionally, often in casual situations.",Aku sudah cape seharian kerja.,I'm so tired after working all day.,negative
capek,capai,tired,Digunakan dalam konteks sehari-hari untuk menyatakan kelelahan fisik atau emosional setelah melakukan aktivitas.,Used in everyday contexts to express physical or emotional fatigue after engaging in activities.,Aku capek banget setelah seharian bekerja.,I'm so tired after working all day.,negative
catet,catat,note,"Digunakan secara informal untuk meminta seseorang mencatat sesuatu, sering kali dalam diskusi atau pertemuan.","Used informally to ask someone to write something down, often in discussions or meetings.","Catet ya, besok ada rapat jam 10.","Note it down, there's a meeting tomorrow at 10.",neutral
cb,coba,try,Digunakan dalam konteks menggugah seseorang untuk melakukan sesuatu atau mencoba sesuatu yang baru.,Used in the context of encouraging someone to do something or to try something new.,"Cb deh, kita coba makanan baru ini!",Let's try this new food!,positive
cekola,sekolah,school,"Digunakan dalam percakapan sehari-hari, terutama di kalangan anak muda, untuk merujuk pada institusi pendidikan formal.","Used in everyday conversations, particularly among young people, to refer to formal educational institutions.",Besok aku harus ke cekola untuk ujian.,Tomorrow I have to go to school for an exam.,neutral
cekolah,sekolah,school,"Istilah slang yang digunakan oleh anak muda untuk menyebut sekolah, sering kali dalam konteks santai atau akrab.","A slang term used by young people to refer to school, often in a casual or friendly context.","Gue mau ke cekolah dulu, nanti kita lanjutin ngobrol.","I'm going to school first, then we'll continue chatting.",neutral
celalaw,selalu,always,"Digunakan dalam situasi santai atau informal, seringkali di kalangan anak muda untuk menekankan konsistensi atau kebiasaan yang berulang.","Used in casual or informal situations, often among young people to emphasize consistency or a recurring habit.",Dia celalaw datang terlambat ke kelas.,He always arrives late to class.,neutral
celalu,selalu,always,Digunakan dalam percakapan sehari-hari untuk menyatakan konsistensi atau ketidakberpihakan dalam suatu situasi.,Used in daily conversations to express consistency or impartiality in a situation.,Dia celalu datang tepat waktu.,He always arrives on time.,positive
cemungudh,semangat,enthusiastic,"Digunakan untuk menyemangati diri sendiri atau orang lain, seringkali dalam konteks positif dan penuh energi.","Used to motivate oneself or others, often in a positive and energetic context.","Ayo semangat, kita bisa lakukan ini! Cemungudh!","Come on, let's do this! Full of enthusiasm!",positive
cemungut,semangat,enthusiasm,"Digunakan untuk menggambarkan semangat atau motivasi yang tinggi dalam melakukan sesuatu, sering kali dalam konteks positif.","Used to describe high enthusiasm or motivation in doing something, often in a positive context.",Dia datang dengan cemungut untuk mengikuti lomba itu.,He showed up with enthusiasm to participate in the competition.,positive
cemunguth,semangat,enthusiasm,"Digunakan untuk menunjukkan semangat atau motivasi yang tinggi, sering dipakai dalam situasi yang menggembirakan atau menantang.","Used to express high spirits or motivation, often applied in exciting or challenging situations.","Ayo kita lakukan ini, cemunguth!","Come on, let's do this, full of enthusiasm!",positive
cepet,cepat,fast,"Digunakan dalam konteks informal untuk menyatakan kecepatan, baik dalam tindakan maupun waktu.","Used in informal contexts to express speed, whether in actions or time.","Ayo, kita cepet berangkat sebelum macet.","Come on, let's leave fast before traffic jams.",positive
cewe,cewek,girl,"Istilah informal untuk menyebut perempuan, sering digunakan di kalangan remaja dan anak muda.","An informal term for referring to a girl, commonly used among teenagers and young people.",Cewe itu keren banget!,That girl is really cool!,positive
